ics_title,facility_title,standard_title,standard_stage,facility_description,standard_status,is_deleted
11.100,11.100.20,ISO 14155-2:2003,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 14155:2011,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 14155:2011/Cor 1:2011,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 14155:2020,90.92,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO/TR 15499:2012,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO/TR 15499:2016,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO/TS 16782:2016,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 17593:2007,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 17593:2022,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 20776-1:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 20776-1:2019,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 20776-2:2007,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 20776-2:2021,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO/TS 20993:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO/TR 21582:2021,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO/TS 21726:2019,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 22442-1:2007,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 22442-1:2015,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 22442-1:2020,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.180,11.180.20,ISO 8670-2:1996,90.93,Aids for incontinence and ostomy,Published,True
11.100,11.100.20,ISO 22442-2:2007,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 22442-2:2015,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,True
11.100,11.100.20,ISO 22442-2:2020,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO 22442-3:2007,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.20,ISO/TR 22442-4:2010,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,True
11.100,11.100.30,ISO/PAS 18873:1999,95.99,Analysis of blood and urineIncluding doping control,Withdrawn,True
11.100,11.100.99,ISO 7405:1997,95.99,Other standards related to laboratory medicine,Withdrawn,True
11.100,11.100.99,ISO 7405:2008,95.99,Other standards related to laboratory medicine,Withdrawn,True
11.100,11.100.99,ISO 7405:2008/Amd 1:2013,95.99,Other standards related to laboratory medicine,Withdrawn,True
11.100,11.100.99,ISO 7405:2018,90.92,Other standards related to laboratory medicine,Published,True
11.100,11.100.99,ISO 15195:2003,95.99,Other standards related to laboratory medicine,Withdrawn,True
11.100,11.100.99,ISO 15195:2018,60.60,Other standards related to laboratory medicine,Published,True
11.120,11.120.01,ISO/CD 8284,30.20,Pharmaceutics in general,Under development,True
11.120,11.120.10,ISO 4154:2022,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 4564:2023,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 4754:2022,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO/CD 5076,30.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development,True
11.120,11.120.10,ISO/CD 5106,30.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development,True
11.120,11.120.10,ISO/FDIS 5228,50.20,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development,True
11.120,11.120.10,ISO/DIS 6904,40.20,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development         You can help develop this draft international standard by contacting your national member,True
11.120,11.120.10,ISO/FDIS 7177,50.20,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development,True
11.120,11.120.10,ISO/FDIS 7450,50.00,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development,True
11.120,11.120.10,ISO/DIS 8071,40.00,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development,True
11.180,11.180.20,ISO 17190-9:2001/Cor 1:2002,95.99,Aids for incontinence and ostomy,Withdrawn,True
11.120,11.120.10,ISO/DIS 8959,40.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development,True
11.120,11.120.10,ISO/DIS 9109,40.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development,True
11.120,11.120.10,ISO/CD 9299,30.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development,True
11.120,11.120.10,ISO/DIS 9306,40.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development,True
11.120,11.120.10,ISO/DIS 9319,40.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development,True
11.120,11.120.10,ISO/TS 13126:2023,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO/CD 13615,30.99,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development,True
11.120,11.120.10,ISO/DIS 13619,40.20,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development         You can help develop this draft international standard by contacting your national member,True
11.120,11.120.10,ISO 18664:2015,90.93,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 18668-1:2016,90.93,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 18668-2:2017,90.93,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 18668-3:2017,90.93,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 18668-4:2017,90.93,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO/CD 19025,30.20,MedicamentsIncluding medical prescriptions and medicinal herbs,Under development,True
11.120,11.120.10,ISO 19609-1:2021,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 19609-2:2021,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 19609-3:2022,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 19609-4:2022,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 19610:2017,90.93,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 19617:2018,90.20,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 20333:2017,90.93,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 20334:2018,90.20,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 20409:2017,90.93,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 20759:2017,90.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO/TS 21310:2020,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 21314:2019,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 21315:2018,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 21316:2019,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 21370:2019,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 22212:2019,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 22256:2020,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 22258:2020,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 22283:2020,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 22467:2021,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 22584:2019,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 22585:2022,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 22586:2022,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 22590:2020,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 22988:2020,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO/TR 23021:2018,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO/TR 23022:2018,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO/TS 23030:2020,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 23190:2021,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 23191:2020,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 23193:2020,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 23419:2021,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 23723:2021,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 23956:2022,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 23959:2021,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 23962:2021,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 23963-1:2022,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 23963-2:2022,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 23964:2022,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 23965:2022,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO 23972:2021,60.60,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.10,ISO/TR 23975:2019,90.92,MedicamentsIncluding medical prescriptions and medicinal herbs,Published,True
11.120,11.120.99,IWA 37-3:2022,60.60,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
11.120,11.120.99,ISO 11418-1:1996,95.99,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Withdrawn,True
11.120,11.120.99,ISO 11418-1:2005,95.99,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Withdrawn,True
11.120,11.120.99,ISO 11418-1:2016,90.93,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
11.120,11.120.99,ISO 11418-2:1996,95.99,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Withdrawn,True
11.120,11.120.99,ISO 11418-2:2005,95.99,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Withdrawn,True
11.120,11.120.99,ISO 11418-2:2016,90.93,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
11.120,11.120.99,ISO 11418-2:2016/Amd 1:2017,60.60,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
11.120,11.120.99,ISO 11418-3:1996,95.99,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Withdrawn,True
11.120,11.120.99,ISO 11418-3:2005,95.99,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Withdrawn,True
11.120,11.120.99,ISO 11418-3:2016,90.93,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
11.120,11.120.99,ISO 11418-3:2016/Amd 1:2017,60.60,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
11.120,11.120.99,ISO 11418-4:1996,95.99,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Withdrawn,True
11.120,11.120.99,ISO 11418-4:2005,90.93,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
11.120,11.120.99,ISO 11418-5:1997,95.99,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Withdrawn,True
11.120,11.120.99,ISO 11418-5:2015,90.93,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
11.120,11.120.99,ISO 11418-7:1998,95.99,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Withdrawn,True
11.120,11.120.99,ISO 11418-7:2016,90.93,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
11.120,11.120.99,ISO 21976:2018,60.60,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
11.120,11.120.99,ISO 23416:2023,60.60,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
11.120,11.120.99,ISO 24166-1:2022,60.60,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
11.120,11.120.99,ISO 24166-2:2022,60.60,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
11.120,11.120.99,ISO 24166-3:2022,60.60,Other standards related to pharmaceuticsIncluding equipment for pharmaceutical industry,Published,True
